site_id,timestamp,if_score,baseline_score,alert,baseline_alert
S0,2024-01-11 00:00:00,0.7269204239086974,0.10324795100886212,1,0
S0,2024-01-11 00:15:00,0.20152464253959382,0.06903785334290607,0,0
S0,2024-01-11 00:30:00,0.14775266363417167,0.09533048069731472,0,0
S0,2024-01-11 00:45:00,0.09747539114992404,0.0880177396683224,0,0
S0,2024-01-11 01:00:00,0.10556494349723204,0.07926220292294077,0,0
S0,2024-01-11 01:15:00,0.09396900239640218,0.08192889665985546,0,0
S0,2024-01-11 01:30:00,0.12421227541691568,0.07424568623851159,0,0
S0,2024-01-11 01:45:00,0.14728777177685146,0.1580612266386201,0,0
S0,2024-01-11 02:00:00,0.18447149031548646,0.11382673795418866,0,0
S0,2024-01-11 02:15:00,0.11978474435025237,0.10201105921917511,0,0
S0,2024-01-11 02:30:00,0.16652451472960855,0.09466019068693603,0,0
S0,2024-01-11 02:45:00,0.11099838667104601,0.1264554720387602,0,0
S0,2024-01-11 03:00:00,0.09784157120205342,0.06991004084655368,0,0
S0,2024-01-11 03:15:00,0.15774830979017493,0.10919808566529181,0,0
S0,2024-01-11 03:30:00,0.06715400498946728,0.09254799114852773,0,0
S0,2024-01-11 03:45:00,0.07233668657819066,0.1096937631306894,0,0
S0,2024-01-11 04:00:00,0.05994652414252643,0.15041158579595726,0,0
S0,2024-01-11 04:15:00,0.08714407384118358,0.0909906272254856,0,0
S0,2024-01-11 04:30:00,0.14108839740377585,0.05683568371612476,0,0
S0,2024-01-11 04:45:00,0.055534202373969624,0.05774468054885558,0,0
S0,2024-01-11 05:00:00,0.08154424280122417,0.04103939407459582,0,0
S0,2024-01-11 05:15:00,0.09621251366899276,0.06468320477471598,0,0
S0,2024-01-11 05:30:00,0.2027162713304313,0.13525468462408194,0,0
S0,2024-01-11 05:45:00,0.32614531622804455,0.16349316575152506,0,0
S0,2024-01-11 06:00:00,0.2648631896034006,0.08101593841049254,0,0
S0,2024-01-11 06:15:00,0.23126440547821253,0.038964067129165655,0,0
S0,2024-01-11 06:30:00,0.41629510525340035,0.11171992759960407,0,0
S0,2024-01-11 06:45:00,0.40594009286571786,0.07286307781592563,0,0
S0,2024-01-11 07:00:00,0.5187429679287844,0.09666970298529828,1,0
S0,2024-01-11 07:15:00,0.5213028121852343,0.08437272659840488,1,0
S0,2024-01-11 07:30:00,0.5815270836477963,0.15005408041565643,1,0
S0,2024-01-11 07:45:00,0.7100459896374428,0.11629547472130801,1,0
S0,2024-01-11 08:00:00,0.718603132930321,0.1647524949537332,1,0
S0,2024-01-11 08:15:00,0.7893590817319022,0.20665081201745752,1,0
S0,2024-01-11 08:30:00,0.7422254027224069,0.1479630287165513,1,0
S0,2024-01-11 08:45:00,0.8753571547507398,0.25904769693364565,1,0
S0,2024-01-11 09:00:00,0.7110422287263057,0.21489121749402357,1,0
S0,2024-01-11 09:15:00,0.7944062496082552,0.24118278002618276,1,0
S0,2024-01-11 09:30:00,0.7382831770743749,0.26300829402702736,1,0
S0,2024-01-11 09:45:00,0.7533679505348329,0.2770976329845398,1,0
S0,2024-01-11 10:00:00,0.7649826276504572,0.2756509453882419,1,0
S0,2024-01-11 10:15:00,0.7961562198976143,0.3012498350287988,1,0
S0,2024-01-11 10:30:00,0.7508985247474533,0.2974079436333068,1,0
S0,2024-01-11 10:45:00,0.7429747958966135,0.3338859885000815,1,0
S0,2024-01-11 11:00:00,0.7200165312962946,0.3108071972223619,1,0
S0,2024-01-11 11:15:00,0.7023832045807832,0.35128630949696027,1,0
S0,2024-01-11 11:30:00,0.6632670780412885,0.33195872993792475,1,0
S0,2024-01-11 11:45:00,0.7026105754114587,0.27354150808329764,1,0
S0,2024-01-11 12:00:00,0.7225205135439994,0.38501405195816585,1,0
S0,2024-01-11 12:15:00,0.6761603338321167,0.31576259590739064,1,0
S0,2024-01-11 12:30:00,0.6489557879138803,0.37217045229310153,1,0
S0,2024-01-11 12:45:00,0.600466684616508,0.3448834422477997,1,0
S0,2024-01-11 13:00:00,0.5984519653278375,0.3779003751336395,1,0
S0,2024-01-11 13:15:00,0.6211031182396588,0.34536777463288887,1,0
S0,2024-01-11 13:30:00,0.5803606424631264,0.38663194664871753,1,0
S0,2024-01-11 13:45:00,0.5582228369439131,0.37652606711025866,1,0
S0,2024-01-11 14:00:00,0.6097945681562194,0.4319035395015263,1,0
S0,2024-01-11 14:15:00,0.6251182982423115,0.4174150819362212,1,0
S0,2024-01-11 14:30:00,0.6262331314088612,0.4428921873211293,1,0
S0,2024-01-11 14:45:00,0.6195075686198339,0.3836607803787091,1,0
S0,2024-01-11 15:00:00,0.5755564714600537,0.4487613434628805,1,0
S0,2024-01-11 15:15:00,0.6614759005655092,0.47715729194462786,1,0
S0,2024-01-11 15:30:00,0.6301428705212353,0.4902610146876718,1,0
S0,2024-01-11 15:45:00,0.6194720095058408,0.5263415733611786,1,0
S0,2024-01-11 16:00:00,0.6270028108145653,0.5141656090964696,1,0
S0,2024-01-11 16:15:00,0.6291758664664329,0.5443417174966598,1,0
S0,2024-01-11 16:30:00,0.6212076893235587,0.5924025932536056,1,0
S0,2024-01-11 16:45:00,0.6440325052748562,0.5317664537209014,1,0
S0,2024-01-11 17:00:00,0.7422320823248996,0.6224184381762664,1,0
S0,2024-01-11 17:15:00,0.8161318705474631,0.6231774102346431,1,0
S0,2024-01-11 17:30:00,0.8380945838879854,0.6323852076335241,1,0
S0,2024-01-11 17:45:00,0.8808783727968358,0.6851567409511461,1,1
S0,2024-01-11 18:00:00,0.8762791693180759,0.7292282738185039,1,1
S0,2024-01-11 18:15:00,0.8968400809805779,0.7471963730205424,1,1
S0,2024-01-11 18:30:00,0.941811907820897,0.7410556839273263,1,1
S0,2024-01-11 18:45:00,0.866395105115786,0.7861161503350829,1,1
S0,2024-01-11 19:00:00,0.9176975174042679,0.8058629430209898,1,1
S0,2024-01-11 19:15:00,0.902224122306072,0.8017970938255125,1,1
S0,2024-01-11 19:30:00,0.9023556559825853,0.8046703810000044,1,1
S0,2024-01-11 19:45:00,0.8701258335037609,0.8218427222932163,1,1
S0,2024-01-11 20:00:00,0.8697516367422917,0.8711469674426431,1,1
S0,2024-01-11 20:15:00,0.9031000867455434,0.8628007058733295,1,1
S0,2024-01-11 20:30:00,0.8411980571662937,0.849921172800637,1,1
S0,2024-01-11 20:45:00,0.9009117724900252,0.8442353871508403,1,1
S0,2024-01-11 21:00:00,0.9053370794630421,0.9123123538105523,1,1
S0,2024-01-11 21:15:00,0.8895142113286238,0.8863632010638166,1,1
S0,2024-01-11 21:30:00,0.8651956337909937,0.9130822527131986,1,1
S0,2024-01-11 21:45:00,0.8278937930354865,0.9397088775702853,1,1
S0,2024-01-11 22:00:00,0.7858211399398242,0.8833291764529909,1,1
S0,2024-01-11 22:15:00,0.7994507854673355,0.917336799050347,1,1
S0,2024-01-11 22:30:00,0.807313260946089,0.9180468497570928,1,1
S0,2024-01-11 22:45:00,0.8376425622561348,0.934856791520427,1,1
S0,2024-01-11 23:00:00,0.8142018854880727,0.9592086726111988,1,1
S0,2024-01-11 23:15:00,0.8046636692130008,0.9022503614504688,1,1
S0,2024-01-11 23:30:00,0.7433697346465922,0.9521861207316328,1,1
S0,2024-01-11 23:45:00,0.7522159166001116,0.9684583135052917,1,1
S0,2024-01-12 00:00:00,0.974417962504271,0.08986784661571642,1,0
S0,2024-01-12 00:15:00,0.959352912325089,0.11303865769732319,1,0
S0,2024-01-12 00:30:00,0.9350609577009183,0.13408981865812508,1,0
S0,2024-01-12 00:45:00,0.8653291599610002,0.07255681210450184,1,0
S0,2024-01-12 01:00:00,0.8293869512309718,0.11429577672521422,1,0
S0,2024-01-12 01:15:00,0.7582139596742148,0.07133659399476133,1,0
S0,2024-01-12 01:30:00,0.5250339406968643,0.08306898305065412,1,0
S0,2024-01-12 01:45:00,0.15102280451943584,0.11545581215811981,0,0
S0,2024-01-12 02:00:00,0.09003221714259464,0.08608914371435408,0,0
S0,2024-01-12 02:15:00,0.09733029764683737,0.11745032665856488,0,0
S0,2024-01-12 02:30:00,0.11427485756865374,0.09240022105443192,0,0
S0,2024-01-12 02:45:00,0.07949284669412617,0.08405736602858437,0,0
S0,2024-01-12 03:00:00,0.08472472455851181,0.0569702749218392,0,0
S0,2024-01-12 03:15:00,0.10376096171763229,0.09367016122969393,0,0
S0,2024-01-12 03:30:00,0.07859120613795725,0.07684500198391438,0,0
S0,2024-01-12 03:45:00,0.09695722803299849,0.08156808652182813,0,0
S0,2024-01-12 04:00:00,0.09645660331969792,0.06549066275478216,0,0
S0,2024-01-12 04:15:00,0.09279365856010889,0.07324622319911629,0,0
S0,2024-01-12 04:30:00,0.16395869210433422,0.07552228792440528,0,0
S0,2024-01-12 04:45:00,0.17300318946205862,0.053808691819227435,0,0
S0,2024-01-12 05:00:00,0.16169140115303568,0.057937495414500245,0,0
S0,2024-01-12 05:15:00,0.15058440870960513,0.06331458508749137,0,0
S0,2024-01-12 05:30:00,0.28739453741275245,0.10238865460095076,0,0
S0,2024-01-12 05:45:00,0.16067223238968495,0.04595747131986125,0,0
S0,2024-01-12 06:00:00,0.2712085220823926,0.09509312969699593,0,0
S0,2024-01-12 06:15:00,0.2800609934911759,0.1260471024460108,0,0
S0,2024-01-12 06:30:00,0.3581495043724553,0.04478701942184299,0,0
S0,2024-01-12 06:45:00,0.3617597553194588,0.060228525830900215,0,0
S0,2024-01-12 07:00:00,0.36300745618719654,0.08078358185920519,0,0
S0,2024-01-12 07:15:00,0.415839854645789,0.04701698051855376,0,0
S0,2024-01-12 07:30:00,0.4587589338702814,0.08358339600982174,0,0
S0,2024-01-12 07:45:00,0.4866907715853258,0.10901992586106635,0,0
S0,2024-01-12 08:00:00,0.4896754673459879,0.08661713510810512,0,0
S0,2024-01-12 08:15:00,0.4879756217742101,0.09236557844958415,0,0
S0,2024-01-12 08:30:00,0.5653453485693822,0.13996542473173038,1,0
S0,2024-01-12 08:45:00,0.5848758200706438,0.12784770398733566,1,0
S0,2024-01-12 09:00:00,0.5248239377242014,0.07400478037588935,1,0
S0,2024-01-12 09:15:00,0.6192635014616384,0.08344498880004136,1,0
S0,2024-01-12 09:30:00,0.6233335773817075,0.10261442518664694,1,0
S0,2024-01-12 09:45:00,0.6186822550369692,0.09686759220212743,1,0
S0,2024-01-12 10:00:00,0.5723317468461705,0.07364945710815637,1,0
S0,2024-01-12 10:15:00,0.5314407977228156,0.05760422722803995,1,0
S0,2024-01-12 10:30:00,0.593937354130356,0.09299229749221401,1,0
S0,2024-01-12 10:45:00,0.4671113353090446,0.07762101165914499,0,0
S0,2024-01-12 11:00:00,0.49819401357681964,0.07047105007712391,0,0
S0,2024-01-12 11:15:00,0.4734677343990079,0.05621163512463679,0,0
S0,2024-01-12 11:30:00,0.5020187129928251,0.04688860485893793,1,0
S0,2024-01-12 11:45:00,0.4632664530455566,0.0318971322098589,0,0
S0,2024-01-12 12:00:00,0.47451743027531057,0.0542555609566847,0,0
S0,2024-01-12 12:15:00,0.40015968540068525,0.05019863664513999,0,0
S0,2024-01-12 12:30:00,0.44073569418938047,0.03442321050062319,0,0
S0,2024-01-12 12:45:00,0.30829639132627057,0.03857816389163917,0,0
S0,2024-01-12 13:00:00,0.2920185584692347,0.08438474252959112,0,0
S0,2024-01-12 13:15:00,0.2568723308919894,0.0466927008903527,0,0
S0,2024-01-12 13:30:00,0.3587050675444902,0.1336880894970181,0,0
S0,2024-01-12 13:45:00,0.23937532958906027,0.06324022651459847,0,0
S0,2024-01-12 14:00:00,0.1707449354171527,0.0579210488537992,0,0
S0,2024-01-12 14:15:00,0.15446240189289157,0.08547502368931371,0,0
S0,2024-01-12 14:30:00,0.21037790093828854,0.12016421795761127,0,0
S0,2024-01-12 14:45:00,0.10548478177874472,0.07618449666118296,0,0
S0,2024-01-12 15:00:00,0.15412873667750523,0.06258920738008467,0,0
S0,2024-01-12 15:15:00,0.12463689299369331,0.07400989800300203,0,0
S0,2024-01-12 15:30:00,0.10728183706607147,0.07064363065751311,0,0
S0,2024-01-12 15:45:00,0.11561258988313952,0.13055405906159476,0,0
S0,2024-01-12 16:00:00,0.1869586193289928,0.046450732946200834,0,0
S0,2024-01-12 16:15:00,0.23062732038574435,0.04330574302155727,0,0
S0,2024-01-12 16:30:00,0.21390112999136845,0.08367288015039565,0,0
S0,2024-01-12 16:45:00,0.3325495336824422,0.05046288883578754,0,0
S0,2024-01-12 17:00:00,0.36869961006708746,0.06678388994898507,0,0
S0,2024-01-12 17:15:00,0.34436422566523267,0.047692059904175924,0,0
S0,2024-01-12 17:30:00,0.5033085173518972,0.08190487164335893,1,0
S0,2024-01-12 17:45:00,0.6343221819916861,0.1388621240818653,1,0
S0,2024-01-12 18:00:00,0.5614430757001443,0.0975511045027646,1,0
S0,2024-01-12 18:15:00,0.5859201342819033,0.12512696828398276,1,0
S0,2024-01-12 18:30:00,0.7081201784844693,0.13630730859886991,1,0
S0,2024-01-12 18:45:00,0.673371390097707,0.0942128855740135,1,0
S0,2024-01-12 19:00:00,0.7322379499740352,0.12624947797325198,1,0
S0,2024-01-12 19:15:00,0.7548909141222138,0.10838935424552525,1,0
S0,2024-01-12 19:30:00,0.8094739264706415,0.14140851066015,1,0
S0,2024-01-12 19:45:00,0.8100984179819251,0.1326658152351495,1,0
S0,2024-01-12 20:00:00,0.7717621583008769,0.11478255158106467,1,0
S0,2024-01-12 20:15:00,0.8093527565855262,0.11596805452354961,1,0
S0,2024-01-12 20:30:00,0.8093933286409045,0.14322818641015586,1,0
S0,2024-01-12 20:45:00,0.8246649576679114,0.1095517657629135,1,0
S0,2024-01-12 21:00:00,0.817511229095096,0.11237514795742859,1,0
S0,2024-01-12 21:15:00,0.7615838953032463,0.10191463872450257,1,0
S0,2024-01-12 21:30:00,0.7918104691224384,0.15040245905378208,1,0
S0,2024-01-12 21:45:00,0.7185589213123935,0.12445230414969245,1,0
S0,2024-01-12 22:00:00,0.7588631493148619,0.09330818184208502,1,0
S0,2024-01-12 22:15:00,0.6784717810834794,0.058759760347695845,1,0
S0,2024-01-12 22:30:00,0.6737847545747114,0.07926663974918916,1,0
S0,2024-01-12 22:45:00,0.6262767498224869,0.056630912330902596,1,0
S0,2024-01-12 23:00:00,0.6210772288102188,0.052256552278327255,1,0
S0,2024-01-12 23:15:00,0.5594787816408784,0.06375517531315407,1,0
S0,2024-01-12 23:30:00,0.551429928605106,0.0582746840353737,1,0
S0,2024-01-12 23:45:00,0.5919917459651992,0.10577897106247258,1,0
S0,2024-01-13 00:00:00,0.733903527206956,0.07423031042721598,1,0
S0,2024-01-13 00:15:00,0.6842075135833503,0.11673094676947725,1,0
S0,2024-01-13 00:30:00,0.6761650507306476,0.08541413410192408,1,0
S0,2024-01-13 00:45:00,0.5996761899505199,0.08567924600212166,1,0
S0,2024-01-13 01:00:00,0.4948291606675092,0.08245167594155664,0,0
S0,2024-01-13 01:15:00,0.45991510272302566,0.11195817645681944,0,0
